Amount(in rupees),Status,Transaction,Furnishing,facing,overlooking,Ownership,price_clean,area_sqft,floor_num,bathroom_num,balcony_num,car_parking_num,location_grouped,price_per_sqft
42.5 Lac ,Ready to Move,Resale,Semi-Furnished,North - East,Garden/Park,Co-operative Society,4250000.0,1359.0,4.0,2.0,1.0,4.0,ahmedabad,3127.299484915379
75 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Co-operative Society,7500000.0,850.0,12.0,2.0,1.0,0.0,ahmedabad,8823.529411764706
59.2 Lac ,Ready to Move,Resale,Unfurnished,East,"Pool, Garden/Park",Freehold,5920000.0,1555.0,5.0,3.0,1.0,1.0,ahmedabad,3807.0739549839227
1.90 Cr ,Ready to Move,Resale,Unfurnished,North,"Garden/Park, Main Road",Freehold,19000000.0,1960.0,4.0,4.0,1.0,1.0,ahmedabad,9693.877551020409
1.35 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,13500000.0,1187.0,13.0,3.0,2.0,2.0,ahmedabad,11373.209772535805
45 Lac ,Ready to Move,New Property,Semi-Furnished,East,,,4500000.0,1080.0,1.0,2.0,1.0,0.0,ahmedabad,4166.666666666667
72 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,7200000.0,1325.0,5.0,2.0,1.0,1.0,ahmedabad,5433.962264150943
78 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,7800000.0,1281.0,3.0,3.0,1.0,1.0,ahmedabad,6088.992974238876
75 Lac ,Ready to Move,Resale,Unfurnished,,,,7500000.0,467.0,1.0,3.0,0.0,0.0,ahmedabad,16059.957173447538
74.3 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,7430000.0,1651.0,7.0,3.0,1.0,1.0,ahmedabad,4500.3028467595395
47 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,4700000.0,1350.0,6.0,3.0,2.0,0.0,ahmedabad,3481.4814814814813
55 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,5500000.0,800.0,5.0,2.0,1.0,1.0,ahmedabad,6875.0
22 Lac ,Ready to Move,Resale,Semi-Furnished,,,,2200000.0,520.0,3.0,1.0,1.0,2.0,ahmedabad,4230.7692307692305
55 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,5500000.0,783.0,4.0,2.0,2.0,1.0,ahmedabad,7024.265644955301
39 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,3900000.0,643.0,5.0,2.0,1.0,0.0,ahmedabad,6065.318818040436
64 Lac ,Ready to Move,Resale,Semi-Furnished,North,Main Road,Freehold,6400000.0,1300.0,5.0,2.0,1.0,1.0,ahmedabad,4923.076923076923
1.15 Cr ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,11500000.0,2100.0,3.0,3.0,3.0,0.0,ahmedabad,5476.190476190476
35 Lac ,Ready to Move,Resale,Unfurnished,,,,3500000.0,885.0,5.0,1.0,2.0,0.0,ahmedabad,3954.8022598870057
1.80 Cr ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,18000000.0,2088.0,11.0,3.0,2.0,0.0,ahmedabad,8620.689655172413
35 Lac ,Ready to Move,Resale,Unfurnished,,,,3500000.0,900.0,4.0,2.0,1.0,0.0,ahmedabad,3888.8888888888887
81 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",,8100000.0,841.0,14.0,3.0,3.0,0.0,ahmedabad,9631.391200951248
1.50 Cr ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,15000000.0,1129.0,6.0,3.0,1.0,1.0,ahmedabad,13286.093888396812
90 Lac ,Ready to Move,Resale,Unfurnished,,,Freehold,9000000.0,2200.0,2.0,3.0,1.0,0.0,ahmedabad,4090.909090909091
1.05 Cr ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,10500000.0,1215.0,5.0,2.0,0.0,0.0,ahmedabad,8641.975308641975
56.5 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,5650000.0,715.0,6.0,2.0,1.0,1.0,ahmedabad,7902.097902097902
46 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,4600000.0,1341.0,4.0,2.0,1.0,1.0,ahmedabad,3430.27591349739
49.8 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,4980000.0,1185.0,7.0,2.0,1.0,2.0,ahmedabad,4202.53164556962
73 Lac ,Ready to Move,Resale,Semi-Furnished,North,"Pool, Garden/Park, Main Road",Leasehold,7300000.0,860.0,5.0,3.0,0.0,1.0,ahmedabad,8488.372093023256
80 Lac ,Ready to Move,Resale,Semi-Furnished,South - East,Garden/Park,Freehold,8000000.0,1270.0,2.0,2.0,2.0,0.0,ahmedabad,6299.212598425197
1.80 Cr ,Ready to Move,Resale,Unfurnished,,,,18000000.0,1415.0,11.0,3.0,2.0,0.0,ahmedabad,12720.848056537103
55 Lac ,Ready to Move,Resale,Unfurnished,North - East,Garden/Park,Freehold,5500000.0,1350.0,5.0,2.0,1.0,1.0,ahmedabad,4074.074074074074
1.05 Cr ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,10500000.0,1463.0,5.0,4.0,2.0,1.0,ahmedabad,7177.033492822967
95 Lac ,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Main Road",Freehold,9500000.0,1900.0,4.0,3.0,3.0,1.0,ahmedabad,5000.0
1.79 Cr ,Ready to Move,Resale,Semi-Furnished,,,Freehold,17900000.0,3040.0,2.0,4.0,0.0,0.0,ahmedabad,5888.1578947368425
2.91 Cr ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,29100000.0,1994.0,5.0,4.0,1.0,2.0,ahmedabad,14593.781344032097
43.5 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,4350000.0,1141.0,5.0,2.0,1.0,1.0,ahmedabad,3812.4452234881683
66 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,6600000.0,793.0,7.0,2.0,1.0,1.0,ahmedabad,8322.82471626734
75 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Co-operative Society,7500000.0,2394.0,3.0,3.0,2.0,0.0,ahmedabad,3132.8320802005014
83.5 Lac ,Ready to Move,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",Freehold,8350000.0,1530.0,12.0,3.0,0.0,1.0,ahmedabad,5457.516339869281
55 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5500000.0,945.0,3.0,2.0,3.0,0.0,ahmedabad,5820.10582010582
70 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,7000000.0,1800.0,8.0,2.0,2.0,0.0,ahmedabad,3888.8888888888887
3.35 Cr ,Ready to Move,Resale,Furnished,South,Main Road,Freehold,33500000.0,2700.0,4.0,4.0,1.0,1.0,ahmedabad,12407.407407407407
86 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,8600000.0,1002.0,7.0,3.0,1.0,1.0,ahmedabad,8582.834331337326
57 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,5700000.0,1179.0,6.0,2.0,2.0,0.0,ahmedabad,4834.605597964377
98 Lac ,Ready to Move,Resale,Unfurnished,North - East,Garden/Park,Freehold,9800000.0,1500.0,3.0,3.0,3.0,1.0,ahmedabad,6533.333333333333
45 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4500000.0,1050.0,4.0,2.0,2.0,0.0,ahmedabad,4285.714285714285
45 Lac ,Ready to Move,New Property,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,4500000.0,1053.0,3.0,2.0,2.0,1.0,ahmedabad,4273.504273504273
64 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,6400000.0,1890.0,5.0,3.0,2.0,2.0,ahmedabad,3386.2433862433863
34 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3400000.0,972.0,3.0,2.0,0.0,0.0,ahmedabad,3497.9423868312756
57 Lac ,Ready to Move,Resale,Semi-Furnished,,,Freehold,5700000.0,900.0,2.0,2.0,1.0,0.0,ahmedabad,6333.333333333333
75 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,7500000.0,750.0,5.0,3.0,1.0,1.0,ahmedabad,10000.0
53 Lac ,Ready to Move,Resale,Furnished,,,,5300000.0,1260.0,2.0,2.0,0.0,0.0,ahmedabad,4206.349206349207
44 Lac ,Ready to Move,Resale,Unfurnished,,,,4400000.0,1233.0,1.0,2.0,0.0,0.0,ahmedabad,3568.5320356853204
3.23 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,32300000.0,3800.0,3.0,5.0,1.0,3.0,ahmedabad,8500.0
48 Lac ,Ready to Move,Resale,Furnished,West,Main Road,Freehold,4800000.0,792.0,2.0,2.0,2.0,1.0,ahmedabad,6060.606060606061
65 Lac ,Ready to Move,Resale,Semi-Furnished,North - East,Garden/Park,Freehold,6500000.0,850.0,12.0,3.0,1.0,1.0,ahmedabad,7647.058823529412
1.10 Cr ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,11000000.0,2250.0,3.0,4.0,2.0,0.0,ahmedabad,4888.888888888889
73 Lac ,Ready to Move,New Property,Unfurnished,West,Garden/Park,Freehold,7300000.0,789.0,13.0,3.0,1.0,1.0,ahmedabad,9252.217997465146
52 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5200000.0,820.0,4.0,2.0,2.0,1.0,ahmedabad,6341.463414634146
1.25 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,12500000.0,1404.0,9.0,3.0,1.0,1.0,ahmedabad,8903.133903133903
1.60 Cr ,Ready to Move,Resale,Unfurnished,North,Garden/Park,Freehold,16000000.0,3200.0,9.0,5.0,2.0,2.0,ahmedabad,5000.0
36 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3600000.0,613.548,4.0,2.0,1.0,0.0,ahmedabad,5867.511588335387
61.3 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Co-operative Society,6130000.0,882.0,8.0,3.0,1.0,1.0,ahmedabad,6950.113378684808
27 Lac ,Ready to Move,Resale,Unfurnished,,,,2700000.0,631.0,5.0,1.0,0.0,0.0,ahmedabad,4278.92234548336
48 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,4800000.0,819.0,4.0,2.0,2.0,0.0,ahmedabad,5860.805860805861
75 Lac ,Ready to Move,Resale,Semi-Furnished,North,"Pool, Garden/Park, Main Road",Freehold,7500000.0,860.0,5.0,3.0,0.0,1.0,ahmedabad,8720.93023255814
70 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7000000.0,1414.0,11.0,2.0,1.0,0.0,ahmedabad,4950.495049504951
47 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,4700000.0,700.0,2.0,2.0,1.0,0.0,ahmedabad,6714.285714285715
68 Lac ,Ready to Move,Resale,Furnished,,,,6800000.0,1330.0,4.0,3.0,0.0,0.0,ahmedabad,5112.7819548872185
40 Lac ,Ready to Move,Resale,Furnished,South - East,,,4000000.0,1215.0,4.0,2.0,3.0,1.0,ahmedabad,3292.1810699588477
35 Lac ,Ready to Move,Resale,Furnished,,,,3500000.0,400.0,4.0,2.0,2.0,0.0,ahmedabad,8750.0
4.50 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,45000000.0,2700.0,3.0,4.0,1.0,2.0,ahmedabad,16666.666666666668
36 Lac ,Ready to Move,Resale,Furnished,East,,Freehold,3600000.0,762.0,2.0,2.0,1.0,0.0,ahmedabad,4724.4094488188975
1.20 Cr ,Ready to Move,Resale,Furnished,,,,12000000.0,1080.0,2.0,3.0,1.0,0.0,ahmedabad,11111.111111111111
48 Lac ,Ready to Move,Resale,Unfurnished,South - East,,Freehold,4800000.0,1125.0,4.0,2.0,1.0,0.0,ahmedabad,4266.666666666667
45 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4500000.0,1089.0,5.0,2.0,0.0,0.0,ahmedabad,4132.231404958678
1.95 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,19500000.0,1500.0,2.0,3.0,1.0,2.0,ahmedabad,13000.0
39 Lac ,Ready to Move,Resale,Unfurnished,West,Main Road,Freehold,3900000.0,1260.0,3.0,2.0,3.0,0.0,ahmedabad,3095.2380952380954
45 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,4500000.0,1080.0,5.0,2.0,2.0,0.0,ahmedabad,4166.666666666667
42 Lac ,Ready to Move,Resale,Unfurnished,North - East,Garden/Park,,4200000.0,903.0,13.0,2.0,1.0,0.0,ahmedabad,4651.162790697675
1.11 Cr ,Ready to Move,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Freehold,11100000.000000002,1410.0,1.0,3.0,2.0,1.0,ahmedabad,7872.3404255319165
25 Lac ,Ready to Move,Resale,Unfurnished,North,Main Road,Freehold,2500000.0,121.0,3.0,2.0,3.0,0.0,ahmedabad,20661.15702479339
60 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,6000000.0,1233.0,11.0,2.0,2.0,1.0,ahmedabad,4866.1800486618
34 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,3400000.0,675.0,3.0,1.0,1.0,0.0,ahmedabad,5037.037037037037
1.30 Cr ,Ready to Move,Resale,Semi-Furnished,,,Freehold,13000000.0,1908.0,4.0,3.0,4.0,0.0,ahmedabad,6813.417190775682
10.5 Lac ,Ready to Move,New Property,Unfurnished,,,,1050000.0,80.0,1.0,1.0,1.0,0.0,ahmedabad,13125.0
72.1 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,7209999.999999999,1111.0,8.0,3.0,2.0,1.0,ahmedabad,6489.648964896489
45 Lac ,Ready to Move,Resale,Furnished,,,,4500000.0,1180.0,4.0,2.0,0.0,0.0,ahmedabad,3813.5593220338983
62 Lac ,Ready to Move,Resale,Semi-Furnished,,,Freehold,6200000.0,1330.0,3.0,3.0,2.0,1.0,ahmedabad,4661.654135338345
47 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4700000.0,758.0,4.0,2.0,0.0,1.0,ahmedabad,6200.527704485488
48 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4800000.0,820.0,4.0,2.0,2.0,1.0,ahmedabad,5853.658536585366
2.75 Cr ,Ready to Move,Resale,Unfurnished,North - East,Garden/Park,Freehold,27500000.0,2520.0,1.0,4.0,1.0,2.0,ahmedabad,10912.698412698413
45 Lac ,Ready to Move,Resale,Unfurnished,North - West,"Pool, Garden/Park",Freehold,4500000.0,1323.0,4.0,2.0,2.0,0.0,ahmedabad,3401.360544217687
1.65 Cr ,Ready to Move,Resale,Furnished,South - East,"Garden/Park, Main Road",Freehold,16500000.0,1620.0,7.0,3.0,1.0,1.0,ahmedabad,10185.185185185184
22 Lac ,Ready to Move,Resale,,,,,2200000.0,419.796,,2.0,0.0,0.0,ahmedabad,5240.640692145709
1.34 Cr ,Ready to Move,Resale,Unfurnished,South,"Pool, Garden/Park, Main Road",,13400000.0,1100.0,4.0,3.0,1.0,0.0,ahmedabad,12181.818181818182
37 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,3700000.0,1120.0,5.0,2.0,1.0,1.0,ahmedabad,3303.5714285714284
90 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,9000000.0,1220.0,7.0,3.0,1.0,1.0,ahmedabad,7377.049180327869
60 Lac ,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Main Road",Freehold,6000000.0,1200.0,6.0,2.0,1.0,1.0,ahmedabad,5000.0
65 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,6500000.0,900.0,8.0,2.0,1.0,1.0,ahmedabad,7222.222222222223
2.25 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,22500000.0,2610.0,8.0,3.0,0.0,2.0,ahmedabad,8620.689655172413
65 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,6500000.0,812.0,6.0,2.0,2.0,0.0,ahmedabad,8004.926108374384
80 Lac ,Ready to Move,Resale,Unfurnished,South - East,"Garden/Park, Main Road",Freehold,8000000.0,888.0,13.0,2.0,1.0,0.0,ahmedabad,9009.009009009009
2.10 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,21000000.0,1500.0,5.0,4.0,1.0,2.0,ahmedabad,14000.0
1.80 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,18000000.0,1665.0,7.0,4.0,2.0,2.0,ahmedabad,10810.81081081081
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,1280.0,7.0,2.0,0.0,0.0,ahmedabad,4296.875
55 Lac ,Ready to Move,Resale,Unfurnished,,,,5500000.0,1215.0,6.0,2.0,0.0,0.0,ahmedabad,4526.748971193416
1.75 Cr ,Ready to Move,Resale,Furnished,,,,17500000.0,3600.0,6.0,2.0,0.0,0.0,ahmedabad,4861.111111111111
60 Lac ,Ready to Move,Resale,Unfurnished,West,"Main Road, Garden/Park",Freehold,6000000.0,835.0,7.0,3.0,1.0,1.0,ahmedabad,7185.62874251497
2.70 Cr ,Ready to Move,New Property,Unfurnished,,,,27000000.0,1773.0,21.0,4.0,2.0,0.0,ahmedabad,15228.426395939086
1.20 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,12000000.0,1200.0,7.0,3.0,1.0,1.0,ahmedabad,10000.0
40 Lac ,Ready to Move,Resale,Unfurnished,South - East,Main Road,Freehold,4000000.0,630.0,1.0,2.0,1.0,0.0,ahmedabad,6349.206349206349
75 Lac ,Ready to Move,New Property,Furnished,East,,Co-operative Society,7500000.0,722.0,12.0,2.0,0.0,0.0,ahmedabad,10387.811634349031
87 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,8700000.0,1080.0,3.0,3.0,2.0,0.0,ahmedabad,8055.555555555556
85 Lac ,Ready to Move,Resale,Furnished,,,,8500000.0,1485.0,4.0,3.0,3.0,0.0,ahmedabad,5723.905723905724
55 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,5500000.0,820.0,5.0,3.0,1.0,0.0,ahmedabad,6707.317073170731
50 Lac ,Ready to Move,Resale,Unfurnished,,,,5000000.0,1200.0,5.0,2.0,2.0,0.0,ahmedabad,4166.666666666667
65 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,6500000.0,1233.0,9.0,3.0,2.0,1.0,ahmedabad,5271.69505271695
61.7 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,6170000.0,1435.0,12.0,3.0,2.0,1.0,ahmedabad,4299.651567944251
75 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Co-operative Society,7500000.0,1000.0,3.0,2.0,2.0,0.0,ahmedabad,7500.0
70 Lac ,Ready to Move,Resale,Furnished,,Garden/Park,,7000000.0,1065.0,1.0,2.0,0.0,0.0,ahmedabad,6572.769953051643
43 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,4300000.0,750.0,3.0,2.0,1.0,1.0,ahmedabad,5733.333333333333
42.4 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,4240000.0,633.0,9.0,2.0,0.0,1.0,ahmedabad,6698.26224328594
41 Lac ,Ready to Move,New Property,Unfurnished,North - East,Main Road,Freehold,4100000.0,633.0,12.0,2.0,0.0,1.0,ahmedabad,6477.093206951027
42 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,4200000.0,633.0,12.0,2.0,0.0,1.0,ahmedabad,6635.071090047393
2.40 Cr ,Ready to Move,New Property,Furnished,East,Garden/Park,Freehold,24000000.0,2700.0,12.0,4.0,2.0,2.0,ahmedabad,8888.888888888889
55 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,5500000.0,758.0,10.0,2.0,1.0,1.0,ahmedabad,7255.936675461741
65 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,6500000.0,1197.0,5.0,2.0,1.0,0.0,ahmedabad,5430.242272347536
43.6 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4360000.0,665.0,8.0,2.0,1.0,1.0,ahmedabad,6556.390977443609
60 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,6000000.0,950.0,3.0,2.0,2.0,1.0,ahmedabad,6315.789473684211
1.55 Cr ,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Main Road",Freehold,15500000.0,1401.0,11.0,3.0,2.0,1.0,ahmedabad,11063.526052819414
95 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,9500000.0,1193.0,5.0,3.0,1.0,1.0,ahmedabad,7963.118189438391
54.9 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5490000.0,816.0,7.0,3.0,1.0,1.0,ahmedabad,6727.941176470588
91 Lac ,Ready to Move,Resale,Semi-Furnished,East,,Freehold,9100000.0,1488.0,3.0,3.0,3.0,0.0,ahmedabad,6115.591397849463
1.25 Cr ,Ready to Move,Resale,Furnished,,,,12500000.0,2061.0,0.0,4.0,0.0,1.0,ahmedabad,6065.016982047549
30 Lac ,Ready to Move,Resale,Unfurnished,,,,3000000.0,1000.0,6.0,2.0,0.0,0.0,ahmedabad,3000.0
1.60 Cr ,Ready to Move,Resale,Unfurnished,North - East,Garden/Park,Freehold,16000000.0,1345.0,9.0,3.0,1.0,1.0,ahmedabad,11895.910780669145
89 Lac ,Ready to Move,Resale,Unfurnished,,,,8900000.0,1500.0,13.0,3.0,0.0,0.0,ahmedabad,5933.333333333333
78.5 Lac ,Ready to Move,Resale,Unfurnished,East,,Freehold,7850000.0,948.0,11.0,3.0,1.0,1.0,ahmedabad,8280.590717299578
40 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4000000.0,1116.0,4.0,2.0,0.0,0.0,ahmedabad,3584.2293906810037
3.50 Cr ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,35000000.0,4500.0,2.0,4.0,4.0,3.0,ahmedabad,7777.777777777777
78 Lac ,Ready to Move,Resale,Unfurnished,,,,7800000.0,1845.0,9.0,3.0,0.0,0.0,ahmedabad,4227.642276422765
2.10 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,21000000.0,1920.0,7.0,4.0,1.0,1.0,ahmedabad,10937.5
2.30 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,23000000.0,2500.0,10.0,4.0,1.0,0.0,ahmedabad,9200.0
41 Lac ,Ready to Move,Resale,Unfurnished,West,"Garden/Park, Main Road",Freehold,4100000.0,800.0,,2.0,1.0,0.0,ahmedabad,5125.0
1.55 Cr ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,15500000.0,2000.0,10.0,4.0,2.0,1.0,ahmedabad,7750.0
4.75 Cr ,Ready to Move,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Freehold,47500000.0,5000.0,7.0,5.0,1.0,0.0,ahmedabad,9500.0
52 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,5200000.0,1350.0,1.0,2.0,1.0,1.0,ahmedabad,3851.8518518518517
48.4 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,4840000.0,1080.0,4.0,3.0,1.0,0.0,ahmedabad,4481.481481481482
68 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,6800000.0,1550.0,9.0,3.0,3.0,1.0,ahmedabad,4387.096774193548
30 Lac ,Ready to Move,Resale,Unfurnished,South - East,,Freehold,3000000.0,675.0,4.0,2.0,1.0,0.0,ahmedabad,4444.444444444444
6.46 Cr ,Ready to Move,Resale,Unfurnished,North,Main Road,Freehold,64600000.0,3000.0,3.0,5.0,1.0,3.0,ahmedabad,21533.333333333332
60 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Co-operative Society,6000000.0,522.0,1.0,1.0,0.0,1.0,ahmedabad,11494.252873563219
63.8 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,6380000.0,1555.0,3.0,3.0,1.0,1.0,ahmedabad,4102.893890675241
75 Lac ,Ready to Move,Resale,Semi-Furnished,,Garden/Park,Freehold,7500000.0,930.0,2.0,3.0,0.0,0.0,ahmedabad,8064.5161290322585
50 Lac ,Ready to Move,Resale,Unfurnished,,"Pool, Garden/Park",Freehold,5000000.0,1350.0,18.0,2.0,1.0,1.0,ahmedabad,3703.703703703704
35 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,3500000.0,721.0,9.0,1.0,0.0,0.0,ahmedabad,4854.368932038835
32 Lac ,Ready to Move,Resale,Furnished,East,,,3200000.0,765.0,4.0,2.0,2.0,1.0,ahmedabad,4183.006535947712
55 Lac ,Ready to Move,Resale,Unfurnished,,,,5500000.0,1228.0,13.0,2.0,0.0,0.0,ahmedabad,4478.827361563518
67 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,6700000.0,945.0,4.0,2.0,1.0,1.0,ahmedabad,7089.94708994709
1.25 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,12500000.0,1950.0,1.0,3.0,1.0,1.0,ahmedabad,6410.25641025641
47 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4700000.0,1044.0,2.0,2.0,2.0,0.0,ahmedabad,4501.91570881226
1.55 Cr ,Ready to Move,Resale,Furnished,East,,Freehold,15500000.0,1860.0,5.0,3.0,1.0,1.0,ahmedabad,8333.333333333334
1.35 Cr ,Ready to Move,Resale,Furnished,,,,13500000.0,1100.0,5.0,3.0,1.0,0.0,ahmedabad,12272.727272727272
35 Lac ,Ready to Move,Resale,Semi-Furnished,North,Main Road,Freehold,3500000.0,596.0,9.0,2.0,0.0,0.0,ahmedabad,5872.48322147651
75 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Co-operative Society,7500000.0,1650.0,3.0,3.0,1.0,1.0,ahmedabad,4545.454545454545
3.25 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,32500000.0,2160.0,4.0,4.0,1.0,2.0,ahmedabad,15046.296296296296
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,1067.0,5.0,2.0,0.0,0.0,ahmedabad,5154.639175257732
47.5 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,4750000.0,819.0,3.0,2.0,1.0,0.0,ahmedabad,5799.7557997558
29 Lac ,Ready to Move,Resale,Unfurnished,,"Garden/Park, Main Road",,2900000.0,137.0,1.0,2.0,2.0,0.0,ahmedabad,21167.883211678833
50 Lac ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,5000000.0,720.0,4.0,2.0,2.0,1.0,ahmedabad,6944.444444444444
75 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,7500000.0,768.0,2.0,3.0,1.0,0.0,ahmedabad,9765.625
1.30 Cr ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,13000000.0,1260.0,1.0,3.0,1.0,1.0,ahmedabad,10317.460317460318
